book_id,description
2600,"<p>Like many of <a href=""https://standardebooks.org/ebooks/thomas-hardy"">Hardy’s</a> novels, <i>The Mayor of Casterbridge</i> is set in the fictional county of Wessex in the mid 1800s. It begins with Michael Henchard, a young hay-trusser, drunk on rum, auctioning off his wife and baby daughter at a village fair. The next day, overcome with remorse, Henchard resolves to turn his life around. When we meet Henchard eighteen years later, temperance and hard work have made him wealthy and respectable. However, he cannot escape his past. His secret guilt, his pride, and his impulsive temper all serve to sabotage his good name.</p>
			<p><i>The Mayor of Casterbridge</i> was published in 1886, first as a magazine serial and then later that year as a book. It is perhaps most noteworthy for the psychological portrait of Michael Henchard, a tragic character who remains sympathetic while simultaneously being deeply flawed. Typical of other Hardy novels, it also vividly depicts life in the rural countryside at that time.</p>"
2603,"After nearly twenty years of living in California, March Murray, along with her fifteen-year-old daughter, Gwen, returns to the small Massachusetts town where she grew up, to attend the funeral of Judith Dale, the beloved housekeeper who raised her. Thrust into the world of her past, March slowly realizes the complexity of the choices made by those around her, including Mrs.

Dale, who knew more of love than March could have ever suspected; Alan, the brother whose tragic history has left him grief-stricken, with alcohol his only solace; and Hollis, the boy she loved, the man she can't seem to stay away from."
2604,"Meet Mr. Ash, quiet-spoken, tall, unfailingly kind - sole survivor of an ancient species, the Taltos - thriving among humankind as he has always done, now the head of a great corporate empire. As the novel opens, he is stunned to learn from an old and mysterious friend that another Taltos has been seen - in the very same Scottish glen where centuries ago, long before the coming of the Romans, Ash ruled his clan.

At once he is propelled into the world of Rowan Mayfair, and into the mysteries of the Mayfair family - the New Orleans dynasty of witches forever besieged by ghosts, spirits, and the dizzying powers of his own species - a family intimately involved with the heritage of the Taltos, a family of unique, brilliant, and troubled souls struggling as they have for centuries to use both science and magic in their battle for greatness, even survival.

At the heart of the novel is the Talamasca, a secular order of psychic scholars, the only organization in existence which may understand Ash, his Taltos past, and the dilemma of the Mayfair witches. The story of the Mayfair family continues, moving from London to Donnelaith, Scotland, to New Orleans, back and forth through time - from the origins of the Taltos and their mythic Lost Land to the moral crises of the present day."
2605,"She made a promise that she would come when he called....

Edward is a hit man, specializing in monsters, vampires, shapeshifters, anything and everything. There are people like Anita who do it legal, but Edward doesn't sweat the legalities, or, hell, the ethics. He's an equal opportunity killer. 
Anita may be one of the few friends that Edward has, but it’s like being friends with a tame leopard. It may curl up on the foot of your bed and let you pet its head, but it can still eat your throat out..."
2606,"On the night of the new moon, the demons rise in force, seeking the deaths of two men, both of whom have the potential to become the fabled Deliverer, the man prophesied to reunite the scattered remnants of humanity in a final push to destroy the demon corelings once and for all. Arlen Bales denies he is the Deliverer at every turn, but the more he tries to be one with the common folk, the more fervently they believe."
2608,"On her first tour as a knight errant, Alanna assumes a position of influence with a fierce desert tribe, makes some changes in the role of women in the society, and continues her own emotional development.

""Let her prove herself worthy as a man.""

Newly knighted, Alanna of Trebond seeks adventure in the vast desert of Tortall. Captured by fierce desert dwellers, she is forced to prove herself in a duel to the death -- either she will be killed or she will be inducted into the tribe. Although she triumphs, dire challenges lie ahead. As her mythic fate would have it, Alanna soon becomes the tribe's first female shaman -- despite the desert dwellers' grave fear of the foreign woman warrior. Alanna must fight to change the ancient tribal customs of the desert tribes -- for their sake and for the sake of all Tortall.

Alanna's journey continues..."
2611,"Something is coming after Tiffany ...Tiffany Aching is ready to begin her apprenticeship in magic. She expects spells and magic -- not chores and ill-tempered nanny goats! Surely there must be more to witchcraft than this!What Tiffany doesn't know is that an insidious, disembodied creature is pursuing her. This time, neither Mistress Weatherwax (the greatest witch in the world) nor the fierce, six-inch-high Wee Free Men can protect her. In  the end, it will take all of Tiffany's inner strength to save herself ... if it can be done at all.A Story of Discworld"
2614,"Car mechanic and shapeshifter Mercy Thompson has never known any others of her kind. Until now. As Mercy comes to terms with this new information, an evil is stirring in the depths of the Columbia River--and if Mercy and her mate, the Alpha werewolf Adam, are to have any hope of surviving, they will need all the resources the shifters can offer."
2622,
2623,"Young Daine's knack with horses gets her a job helping the royal horsemistress drive a herd of ponies to Tortall. Soon it becomes clear that Daine's talent, as much as she struggles to hide it, is downright magical. Horses and other animals not only obey, but listen to her words. Daine, though, will have to learn to trust humans before she can come to terms with her powers, her past, and herself."
2624,"Voici une occasion tant pour ceux qui ont lu les cinq volumes du cycle ##Fondation## d'en constater la prȟistoire, que pour ceux qui ne les ont pas lus d'inaugurer la lecture d'un des chefs-d'oeuvre de la science-fiction contemporaine. [SDM]."
2630,"On what might become one of the most significant days in her husband's presidency, Alice Blackwell considers the strange and unlikely path that has led her to the White House--and the repercussions of a life lived, as she puts it, ""almost in opposition to itself.""A kind, bookish only child born in the 1940s, Alice learned the virtues of politeness early on from her stolid parents and small Wisconsin hometown. But a tragic accident when she was seventeen shattered her identity and made her understand the fragility of life and the tenuousness of luck. So more than a decade later, when she met boisterous, charismatic Charlie Blackwell, she hardly gave him a second look: She was serious and thoughtful, and he would rather crack a joke than offer a real insight; he was the wealthy son of a bastion family of the Republican party, and she was a school librarian and registered Democrat. Comfortable in her quiet and unassuming life, she felt inured to his charms. And then, much to her surprise, Alice fell for Charlie.As Alice learns to make her way amid the clannish energy and smug confidence of the Blackwell family, navigating the strange rituals of their country club and summer estate, she remains uneasy with her newfound good fortune. And when Charlie eventually becomes President, Alice is thrust into a position she did not seek--one of power and influence, privilege and responsibility. As Charlie's tumultuous and controversial second term in the White House wears on, Alice must face contradictions years in the making: How can she both love and fundamentally disagree with her  husband? How complicit has she been in the trajectory of her own life? What should she do when her private beliefs run against her public persona?In Alice Blackwell, New York Times bestselling author Curtis Sittenfeld has created her most dynamic and complex heroine yet. American Wife is a gorgeously written novel that weaves class, wealth, race, and the exigencies of fate into a brilliant tapestry--a novel in which the unexpected becomes inevitable, and the pleasures and pain of intimacy and love are laid bare.Praise for American Wife""Curtis Sittenfeld is an amazing writer, and American Wife is a brave and moving novel about the intersection of private and public life in America. Ambitious and humble at the same time, Sittenfeld refuses to trivialize or simplify people, whether real or imagined."" --Richard Russo""What a remarkable (and brave) thing: a compassionate, illuminating, and beautifully rendered portrait of a fictional Republican first lady with a life and husband very much like our actual Republican first lady's. Curtis Sittenfeld has written a novel as impressive as it is improbable.""--Kurt AndersenFrom the Hardcover edition."
2631,"The power-hungry High Lord of Kalare has launched a rebellion against the aging First Lord, Gaius Sextus, who with the loyal forces of Alera must fight beside the unlikeliest of allies - the equally contentious High Lord of Aquitaine. Meanwhile, young Tavi of Calderon joins a newly formed legion under an assumed name even as the ruthless Kalare unites with the Canim, bestial enemies of the realm whose vast numbers spell certain doom for Alera. When treachery from within destroys the army's command structure, Tavi finds himself leading an inexperienced, poorly equipped legion - the only force standing between the Canim horde and the war-torn realm."
2632,"The Sparrow is a novel about a remarkable man, a living saint, a life-long celibate and Jesuit priest, who undergoes an experience so harrowing and profound that it makes him question the existence of God. This experience--the first contact between human beings and intelligent extraterrestrial life--begins with a small mistake and ends in a horrible catastrophe."
2639,"Things are finally looking up for defense attorney Mickey Haller. After two years of wrong turns, Haller is back in the courtroom. When Hollywood lawyer Jerry Vincent is murdered, Haller inherits his biggest case yet: the defense of Walter Elliott, a prominent studio executive accused of murdering his wife and her lover. But as Haller prepares for the case that could launch him into the big time, he learns that Vincent's killer may be coming for him next.Enter Harry Bosch. Determined to find Vincent's killer, he is not opposed to using Haller as bait. But as danger mounts and the stakes rise, these two loners realize their only choice is to work together.Bringing together Michael Connelly's two most popular characters, The Brass Verdict    is sure to be his biggest book yet."
2641,"""Never go back--but Jack Reacher does, and the past finally catches up with him. Never Go Back is #1 New York Times bestselling author Lee Child's new novel of action-charged suspense starring ""one of the best thriller characters at work today"" (Newsweek). Former military cop Jack Reacher makes it all the way from snowbound South Dakota to his destination in northeastern Virginia, near Washington, D.C.: the headquarters of his old unit, the 110th MP. The old stone building is the closest thing to a home he ever had. Reacher is there to meet--in person--the new commanding officer, Major Susan Turner, so far just a warm, intriguing voice on the phone. But it isn't Turner behind the CO's desk. And Reacher is hit with two pieces of shocking news, one with serious criminal consequences, and one too personal to even think about. When threatened, you can run or fight. Reacher fights, aiming to find Turner and clear his name, barely a step ahead of the army, and the FBI, and the D.C. Metro police, and four unidentified thugs. Combining an intricate puzzle of a plot and an exciting chase for truth and justice, Lee Child puts Reacher through his paces--and makes him question who he is, what he's done, and the very future of his untethered life on the open road. Praise for #1 bestselling author Lee Child and his Jack Reacher series ""Child is a superb craftsman of suspense.""--Entertainment Weekly ""The truth about Reacher gets better and better.""--Janet Maslin, The New York Times""--"
2643,"Black Boy is a classic of American autobiography, a subtly crafted narrative of Richard Wright's journey from innocence to experience in the Jim Crow South. An enduring story of one young man's coming of age during a particular time and place, Black Boy remains a seminal text in our history about what it means to be a man, black, and Southern in America."
2644,"The ""New York Times"" bestseller and Oprah's Book Club Pick--the unique and deeply moving epic of four generations of African-American women based on one family's ancestral past."
2645,"Richard desperately searches for his long-lost, amnesiac beloved, Kahlan Amnell, racing against time to find her before she can uncover the secrets of her lost identity, thereby making her vulnerable to evil."
2646,"Golan Trevize, Janov Pelorat, Bliss go looking for earth."
2657,"""Martie Rhodes helps her friend Susan Jagger, who suffers from agoraphobia, attend visits to psychologist Dr. Ahriman. Martie's husband, Dusty Rhodes, tries to help his brother Skeet, by providing employment in his painting business. Skeet was in rehab for drug use, and when he first appears in the story, he is high and tries to commit suicide by jumping off a roof. Dusty decides to take him back to rehab due to drug overdose. Martie suddenly develops a mysterious case of autophobia, fear of oneself, and returns home to find herself frightened by her own reflection. Later, her condition worsens, and soon she becomes afraid of pointed objects, although she is actually afraid of the harm she might cause with them. When Dusty leaves Skeet at the rehab center, he notices a shadow lurking in his brother's room window. From this point on, strange things begin happening to both Dusty and Martie, involving Skeet, Martie's autophobia, and hypnotism. The couple eventually discovers that they've both been progressively brainwashed and programmed to obey Dr. Ahriman, a sexual psychopath who drugs and indoctrinates his patients, then either repeatedly rapes them or orders them to commit murders or suicide for his amusement. Dr. Ahriman orders Susan to commit suicide by slitting her wrists after discovering that she videotaped him having sex with her. The doctor has also programmed Skeet, which explains his inability to fully recover from drug use and distorted thinking. Dr. Ahriman establishes control, sending patients almost instantly into a detached state of consciousness by stating a name and then reading them a short haiku. He tries to justify this by stating that, by ordering certain patients to commit horrific crimes?mass murders, bombings, random shootings?he can force legislation in order to make the world a ""better place."" Dr. Ahriman is eventually killed by another patient, who had a fear of Keanu Reeves, based on his character in The Matrix. The woman believes that Dr. Ahriman is one of the Machine agents trying to control her. Dusty and Martie, receiving a substantial inheritance from Martie's friend Susan, slowly begin to restore their shattered lives. "" -- Wikipedia."
2658,"Discworld's pesky alchemists are up to their old tricks again. This time, they've discovered how to get gold from silver -- the silver screen that is. Hearing the siren call of Holy Wood is one Victor Tugelbend, a would-be wizard turned extra. He can't sing, he can't dance, but he can handle a sword (sort of), and now he wants to be a star. So does Theda Withel, an ambitious ingenue from a little town (where else?) you've probably never heard of.But the click click of moving pictures isn't just stirring up dreams inside Discworld. Holy Wood's magic is drifting out into the boundaries of the universes, where raw realities, the could-have-beens, the might-bes, the never-weres, the wild ideas are beginning to ferment into a really stinky brew. It's up to Victor and Gaspode the Wonder Dog (a star if ever one was born!) to rein in the chaos and bring order back to a starstruck Discworld. And they're definitely not ready for their close-up!"
2666,"Political thriller, ninth in the Jack Ryan series. 

After a terrorist attack on the Capitol, Jack Ryan of the CIA unexpectedly becomes President of the United States and faces some unique challenges."
2669,"Bingtown is a hub of exotic trade and home to a merchant nobility famed for its liveships—rare vessels carved from wizardwood, which ripens magically into sentient awareness. Now the fortunes of one of Bingtown’s oldest families rest on the newly awakened liveship Vivacia. 
 
For Althea Vestrit, the ship is her rightful legacy. For Althea’s young nephew, wrenched from his religious studies and forced to serve aboard the ship, the Vivacia is a life sentence. But the fate of the ship—and the Vestrits—may ultimately lie in the hands of an outsider: the ruthless buccaneer captain Kennit, who plans to seize power over the Pirate Isles by capturing a liveship and bending it to his will."
2671,"It began with Benny Hogan and Eve Malone, growing  up, inseparable, in the village of Knockglen.  Benny--the only child, yearning to break free from  her adoring parents...Eve--the orphaned offspring  of a convent handyman and a rebellious blueblood,  abandoned by her mother's wealthy family to be  raised by nuns. Eve and Benny--they knew the sins  and secrets behind every villager's lace curtains...except their own. It widened at Dublin,  at the university where Benny and Eve met  beautiful Nan Mahlon and Jack Foley, a doctor's handsome  son. But heartbreak and betrayal would bring the  worlds of Knockglen and Dublin into explosive  collision. Long-hidden lies would emerge to test the  meaning of love and the strength of ties held within  the fragile gold bands of a...Circle Of  Friends. From the Paperback edition."
2677,"In Discworld, time is a resource managed by the highly capable Monks of History. Everybody wants more time, which is why on Discworld only the experts can manage it. While everyone always talks about slowing down, one young horologist is about to do the unthinkable. He's going to stop. Well, stop time that is, by building the world's first truly accurate clock. Which means esteemed History Monk Lu-Tze and his apprentice Lobsang Ludd have to put on some speed to stop the timepiece before it starts. For if the perfect clock starts ticking, time, as we know it, will end. And then the trouble will really begin."
2682,
2684,"After moving from New York to California with her newly married mother, 16-year-old Susannah has to cope not only with her new stepbrothers, but also with the handsome ghost sitting in her new bedroom and the angry girl ghost haunting her new school. Suze is a mediator, a liaison between the living and the dead. In other words, she sees dead people. And they won't leave her alone until she helps them resolve their unfinished business with the living. But Jesse, the hot ghost haunting her bedroom, doesn't seem to need her help. Which is a relief, because Suze has just moved to sunny California and plans to start fresh, with trips to the mall instead of the cemetery, and surfing instead of spectral visitations. But the very first day at her new school, Suze realizes it's not that easy. There's a ghost with revenge on her mind, and Suze happens to be in the way."
2687,"**Fang will be the first to die.**

Maximum Ride is used to to living desperately on the run from evil forces sabotaging her quest to save the world - but nothing has ever come as close to destroying her as this horrifying prophetic message. Fang is Max's best friend, her soul mate, her partner in the leadership of her flock of winged children. A life without Fang is a life unimaginable.

**But there will be another...**

When a newly created winged boy, the magnificent Dylan, is introduced into the flock, their world is upended yet again. Raised in a lab like the others, Dylan exists for only on reason: he was designed to be Max's perfect other half.

**To replace Fang.**

Thus unfolds a battle of perfection versus passion that terrifies, twists, and turns... and meanwhile, THE APOCALYPSE IS COMING."
2691,"""You bitch, you killed me. You suck!""Being dead sucks. Make that being undead sucks. Literally. Just ask Thomas C. Flood. Waking up after a fantastic night unlike anything he's ever experienced, he discovers that his girlfriend, Jody—the woman of his dreams—is a vampire. And surprise! Now he's one, too.For some couples, the whole biting-and-blood thing would have been a deal breaker. But Tommy and Jody are in love, and they vow to work through their issues. Like how much Jody should teach Tommy about his new superpowers (and how much he needs to learn on his own). Plus there's Tommy's cute new minion, sixteen-year-old goth girl Abby Normal. (Well, someone has to run errands during daylight hours!)Making the relationship work, however, is the least of Jody and Tommy's problems. Word has it that the vampire who nibbled on Jody wasn't supposed to be recruiting any new members into the club. Even worse, Tommy's erstwhile turkey-bowling pals are out to get him, at the urging of a blue-dyed Las Vegas call girl named (duh) Blue. And that really sucks."
2699,"To college freshman Julie Seagle the emotionally scrambled members of the Watkins family of Boston add up to something that ... well ... doesn't quite add up. Only the funny, gorgeous, smart oldest brother Finn is emotionally available--but only online? Not until Julie forces a buried secret to the surface, eliciting a dramatic confrontation that threatens to tear the fragile Watkins family apart, does she get her answer.

College freshman Julie Seagle tries to sort out her confusing feelings for Finn, who she only knows through Facebook and Matt, Finn's brother. The plot contains profanity."
2705,It talks about a human whose in love with a vampire whose vampire brother loves her too.
2708,
2710,"As a new queen, Elizabeth I faces two great dangers. The French threaten to invade Scotland. But more perilous still is her passion for the convicted traitor, Robert Dudley. Dudley is already married. Amy, his wife, refuses to set her beloved husband free to marry the queen, but she cannot prevent him from becoming the favourite of the plotting, pleasure-seeking court. Yet the queen must marry.

Her wisest councillor, William Cecil, knows it must be for policy, not for passion; meanwhile, Elizabeth’s uncle hates Dudley and swears he will murder him rather than have him as part of the royal family. Behind the triangle of loves, the factions take up their places: the Protestants, the priests, the assassins, the diplomats and the moneymakers.

Then, someone acts in secret, and for Elizabeth, Dudley and the emerging kingdom, nothing will be as planned."
2718,"Everyone knows that the world is flat, and supported on the backs of four elephants. But weren't there supposed to be five? Indeed there were. So where is it?...When duty calls. Commander Vimes of the Ankh-Morpork constabulary answers. Even when he doesn't want to. He's been ""invited"" to attend a royal function as both detective and diplomat. The one role he relishes; the other requires, well, ruby tights. Of course where cops (even those clad in tights) go, alas, crime follows. An attempted assassination and a theft soon lead to a desperate chase from the low halls of Discworld royalty to the legendary fat mines of Uberwald, where lard is found in underground seams along with tusks and teeth and other precious ivory artifacts. It's up to the dauntless Vimes -- bothered as usual by a familiar cast of Discworld inhabitants (you know, trolls, dwarfs, werewolves, vampires and such) -- to solve the puzzle of the missing pachyderm. Which of course he does. After all, solving mysteries is his job."
2721,"Atticus O'Sullivan, last of the Druids, doesn't care much for witches. Still, he's about to make nice with the local coven by signing a mutually beneficial nonaggression treaty when suddenly the witch population in modern-day Tempe, Arizona, quadruples overnight. And the new girls are not just bad, they're badasses with a dark history on the German side of World War II. With a fallen angel feasting on local high school students, a horde of Bacchants blowing in from Vegas with their special brand of deadly decadence, and a dangerously sexy Celtic goddess of fire vying for his attention, Atticus is having trouble scheduling the witch hunt. But aided by his magical sword, his neighbor's rocket-propelled grenade launcher, and his vampire attorney, Atticus is ready to sweep the town and show the witchy women they picked up the wrong Druid to hex.--From back cover."
2724,Describes the effect of the bombing of Hiroshima on six survivors of the atomic blast.
2730,
2731,"A young boy is depicted doing a variety of naughty things for which he is repeatedly admonished, but finally he gets a hug."
2732,"First published in 1516, Thomas More's Utopia is one of the most important works of European humanism. Through the voice of the mysterious traveler Raphael Hythloday, More describes a pagan, communist city-state governed by reason. Addressing such issues as religious pluralism, women's rights, state-sponsored education, colonialism, and justified warfare, Utopia seems remarkably contemporary nearly five centuries after it was written, and it remains a foundational text in philosophy and political theory."
2735,"Mitch Rafferty has just sixty hours to save his wife.A suspense novel – and love story – from one of the most acclaimed and popular authors of modern times.What would you do for love? Would you die? Would you kill?Landscape gardener Mitchell Rafferty was busy planting beds of impatiens for one of his clients when his phone rang. It was a voice he didn't know. 'We have your wife. You can get her back for two million cash.'Now he's standing in a normal suburban neighbourhood on a bright summer day having a phone conversation out of his darkest nightmare.Mitch thinks it must be some kind of a joke. But whoever is on the other end of the line is dead serious. 'See that guy across the street?'Rifle fire shatters the stilllness as the man goes down, shot in the head. 'An object lesson.'The caller doesn't care that Mitch has no way of raising such a vast sum. He's confident that Mitch will find a way. 'If he loves his wife enough.'Mitch does love her enough. He's got sixty hours to prove it. He'll pay anything. He'll pay a lot more than two million dollars.A story of love, tenacity and courage with the pace of a runaway train, from its tense opening to its shattering climax, 'The Husband' is a thriller that holds the reader in its relentless grip."
2737,"Alex Cross's first case since joining the FBI has his new colleagues stymied. Across the country, beautiful women are being kidnapped-to be bought and sold as slaves. Behind this depraved scheme stands a shadowy figure known only as The Wolf, a master criminal who has brought a new reign of terror to organized crime. With Alex's personal life in chaos because of his ex-fiancee's return and with the FBI's caution testing his patience, Alex has to go out on his own. For to stalk a ruthless predator without a name or a face, Alex Cross must become a lone wolf himself..."
2745,"In Richmond, Dr. Kay Scarpetta, chief medical examiner of Virginia and consultant for the FBI, is in the midst of a late-night autopsy at the morgue when the call comes: Gault, the sadistic psychopath who has eluded capture for years, has struck again. For Scarpetta, her worst nightmare returns.

While Scarpetta sorts through strange forensic evidence, including an uncommon tread pattern and extremely rare gold dental restorations, Gault kills again. But the prey he ultimately seeks is Scarpetta, for it becomes increasingly apparent that he is as focused on her as she is on him."
2746,"FBI Agent Alex Cross is on vacation with his family in Disneyland when he gets a call from the Director. A well-known actress was shot outside her home in Beverly Hills. Shortly afterward, an editor for the Los Angeles Times receives an e-mail describing the murder in vivid details. Alex quickly learns that this is not an isolated incident. The killer, known as Mary Smith, has done this before and plans to kill again.Right from the beginning, this case is like nothing Alex has ever been confronted with before. Is this the plan of an obsessed fan or a spurned actor, or is it part of something much more frightening? Now members of Hollywood's A-list fear they're next on Mary's list, and the case grows by blockbuster proportions as the LAPD and FBI scramble to find a pattern before Mary can send one more chilling update."
2750,"Mrs. Piggle-Wiggle is an extraordinarily magic little woman with a talent for curing children of their bad behaviors. She lives in an upside-down house and is the best friend of every child in town. Watch as she cleverly takes on a never go to bedder, cures a messy room, and more."
2751,"Back on the job after an involuntary leave of absence, LAPD homicide detective Harry Bosch is ready for a challenge. But his first case is a little more than he bargained for.  It starts with the body of a Hollywood producer in the trunk of a Rolls-Royce, shot twice in the head at close range - what looks like ""trunk music,"" a Mafia hit. But the LAPD's organized crime unit is curiously uninterested, and when Harry follows a trail of gambling debts to Las Vegas, the case suddenly becomes more complex - and much more personal.  A rekindled romance with an old girlfriend opens new perspectives on the murder, and he begins to glimpse a shocking triangle of corruption and collusion. Yanked off the case, Harry himself is soon the one being investigated. But only a bullet can stop Harry when he's searching for the truth . . ."
2754,"When Graciella Rivers steps onto his boat, ex-FBI agent Terrell McCaleb has no idea he's about to come out of retirement. He's recuperating from a heart transplant and avoiding anything stressful. But when Graciella tells him the way her sister Gloria was murdered, it leaves Terry no choice. Now the man with the new heart vows to take down a predator without a soul. For Gloria's killer shatters every rule that McCaleb ever learned in his years with the Bureau--as McCaleb gets no more second chances at life...and just one shot at the truth."
2773,"A terrible fire in a wealthy suburban home leaves a married couple dead and Detective Lindsay Boxer and her partner Rich Conklin searching for clues. And after California's golden boy, Michael Campion has been missing for a month, there finally seems to be a lead in his case--a very devastating lead.As fire after fire consume couples in wealthy, comfortable homes, Lindsay and the Murder Club must race to find the arsonists responsible and get to the bottom of Michael Campion's disappearance. But suddenly the fires are raging too close to home.Frightened for her life and torn between two men, Lindsay must find a way to solve the most daunting dilemmas she's ever faced--at work and at home."
2785,"**Your books, music, and art - BANNED**

*You are holding an urgent and vital narrative that reveals the forbidden truth about these perilous times...*

This is the astonishing testimonial of Wisty and Whit Allgood, a sister and brother who were torn from their family in the middle of the night, slammed into prison, and accused of being a witch and wizard.

They are not alone in their terrifying predicament. Thousands of young people have been kidnapped. Some have been accused; many others remain missing. Their fate is unknown, and the worst is feared - for the ruling regime will stop at nothing to suppress life and liberty, music and books, art and magic... and the pursuit of being a normal teenager. 

Most copies of this story have already been seized, shredded, or burned. Read this rare, surviving edition and pass it along with care - before it's too late."
2786,"Miyax, like many adolescents, is torn. But unlike most, her choices may determine whether she lives or dies. At 13, an orphan, and unhappily married, Miyax runs away from her husband's parents' home, hoping to reach San Francisco and her pen pal. But she becomes lost in the vast Alaskan tundra, with no food, no shelter, and no idea which is the way to safety. Now, more than ever, she must look hard at who she really is. Is she Miyax, Eskimo girl of the old ways? Or is she Julie (her ""gussak""-white people-name), the modernized teenager who must mock the traditional customs? And when a pack of wolves begins to accept her into their community, Miyax must learn to think like a wolf as well. If she trusts her Eskimo instincts, will she stand a chance of surviving?"
2787,"Forever... is a 1975 novel by Judy Blume dealing with teenage sexuality. Because of the novel's content it has been the frequent target of censorship and appears on the American Library Association list of the 100 Most Frequently Challenged Books of 1990–2000 at number seven.

Awards:
Margaret A. Edwards Awards
Best Book of the Year Award (runner up 1975)"
2789,"An international circle of killers, the Matarese will undoubtedly take over the world within just two years. Only two rival spies have the power to stop them: Scofield, CIA, and Talaniekov, KGB. They share a genius for espionage and a life of explosive terror and violence. But though these sworn enemies once vowed to terminate each other, they must now become allies. Because only they possess the brutal skills and ice-cold nerves vital to their mission: destroy the Matarese."
2791,"When Army Special Agent John Puller finds his aunt dead in Florida, he suspects it’s no accident . . . and as local police dismiss the case, the cracks begin to show in a picture-perfect town.

Army Special Agent John Puller is the best there is. A combat veteran, Puller is the man the U. S. Army relies on to investigate the toughest crimes facing the nation. Now he has a new case–but this time, the crime is personal: His aunt has been found dead in Paradise, Florida.

A picture-perfect town on Florida’s Gulf Coast, Paradise thrives on the wealthy tourists and retirees drawn to its gorgeous weather and beaches. The local police have ruled his aunt’s death an unfortunate, tragic accident. But just before she died, she mailed a letter to Puller’s father, telling him that beneath its beautiful veneer, Paradise is not all it seems to be.

What Puller finds convinces him that his aunt’s death was no accident…and that the palm trees and sandy beaches of Paradise may hide a conspiracy so shocking that some will go to unthinkable lengths to make sure the truth is never revealed."
2792,"Shadows of Self shows Mistborn’s society evolving as technology and magic mix, the economy grows, democracy contends with corruption, and religion becomes a growing cultural force, with four faiths competing for converts.

This bustling, optimistic, but still shaky society now faces its first instance of terrorism, crimes intended to stir up labor strife and religious conflict. Wax and Wayne, assisted by the lovely, brilliant Marasi, must unravel the conspiracy before civil strife stops Scadrial’s progress in its tracks.

Shadows of Self will give fans of The Alloy of Law everything they’ve been hoping for and, this being a Brandon Sanderson book, more, much more."
2798,"Tiberius Claudius Drusus Nero Germanicus lived from 10 B.C. to 54 A.D. Despised as a weakling and considered an idiot because of his physical infirmities, Claudius survived the intrigues and poisonings of the reigns of Augustus, Tiberius, and the mad Calgula to become emperor in 41 A.D. I, Claudius is written in the form of Claudius' autobiography and is one of the classics of modern fiction, the best fictional reconstruction of Rome ever written.

--back cover"
2800,"New Jersey bounty hunter Stephanie Plum knows better than to mess with family. But when powerful mobster Salvatore ""Uncle Sunny"" Sunucchi goes on the lam in Trenton, it's up to Stephanie to find him. Uncle Sunny is charged with murder for running over a guy (twice), and nobody wants to turn him in -- not his poker buddies, not his bimbo girlfriend, not his two right-hand men, Shorty and Moe. Even Trenton's hottest cop, Joe Morelli, has skin in the game, because ""just Stephanie's luck"" the godfather is his actual godfather. And while Morelli understands that the law is the law, his old-world grandmother, Bella, is doing everything she can to throw Stephanie off the trail. It's not just Uncle Sunny giving Stephanie the run-around. Security specialist Ranger needs her help to solve the bizarre death of a top client's mother, a woman who happened to play bingo with Stephanie's Grandma Mazur. Before Stephanie knows it, she's working side by side with Ranger and Grandma at the senior center, trying to catch a killer on the loose -- and the bingo balls are not rolling in their favor. With bullet holes in her car, henchmen on her tail, and a giraffe named Kevin running wild in the streets of Trenton, Stephanie will have to up her game for the ultimate takedown."
2802,"BEKA COOPER IS a rookie with the Provost's Guard, and she's been assigned to the Lower City. It's a tough beat, but Beka can hear the  voices of the dead on the wings of pigeons, and Beka's birds clue her in to two major murderers on the loose. The rest of the Guard is busy investigating the fire opal killer, so it's up to Beka to nab the Shadow Snake.Tamora Pierce begins a new Tortall trilogy introducing Beka Cooper, a young woman who lived 200 years before Pierce's popular Alanna character. Pierce employs first-person narration, bringing readers even closer to a character that they will love for her unusual talents and tough personality.From the Paperback edition."
2807,"Hollows TimelineOf Vampires -- Living and Not So LivingPixies and Fairies.  Yes, There is a DifferenceMusic as My InspirationIt's a tough life for witch Rachel Morgan, sexy, independent bounty hunter, prowling the darkest shadows of downtown Cincinnati for criminal creatures of the night.She can handle the leather-clad vamps and even tangle with a cunning demon or two. But a serial killer who feeds on the experts in the most dangerous kind of black magic is definitely pressing the limits.Confronting an ancient, implacable evil is more than just child's play -- and this time, Rachel will be lucky to escape with her very soul."
2809,"Jean Rhys's reputation was made upon publication of this passionate and heartbreaking novel, in which she brings into the light one of citsion's most mysterious characters: the madwoman in the attic from Charlotte Bronte's ""Jane Eyre"". A sensual and protected young woman, the narrator grows up in the lush, natural world of the Caribbean. She is sold into marriage to the cold-hearted and prideful Rochester, who succumbs to his need for money and his lust. Yet he will make her pay for her ancestors' sins of slaveholding, excessive drinking and nihilistic despair by enslaving her as a prisoner in his bleak British home."
2810,A startlingly original novel about a young English graduate who takes a position as a teacher at a private school on a small Greek island. Bored and lonely he spends his free hours wandering alone until he meets a wealthy and mysterious neighbour. Soon he finds himself a victim of this man’s increasingly bizarre psychological games and obsessed with a young woman who may or may not be a willing participant in these games.
2811,
2814,"From the streets of Rome to the caves of the Kirin and beyond, humans, chimaera, and seraphim will fight, strive, love, and die in an epic theater that transcends good and evil, right and wrong, friend and enemy."
